Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2024-02-02,1027,Electronics,West,18,31.11,559.98
2024-11-10,1076,Home,West,3,68.71,206.13
2024-09-23,1049,Home,South,7,472.81,3309.67
2023-08-01,1000,Toys,North,14,73.08,1023.12
2022-02-18,1049,Clothing,West,16,370.91,5934.56
2023-06-12,1018,Toys,West,19,228.54,4342.26
2022-05-25,1097,Toys,North,4,209.31,837.24
2024-02-01,1058,Toys,West,3,333.02,999.06
2024-07-17,1067,Sports,West,3,366.52,1099.56
2024-03-04,1066,Sports,North,9,466.66,4199.9400000000005
2022-11-15,1040,Toys,South,4,135.87,543.48
2023-11-29,1009,Clothing,South,19,352.06,6689.14
2024-04-26,1027,Electronics,South,11,177.72,1954.92
2024-02-22,1033,Home,East,15,361.63,5424.45
2022-02-11,1038,Sports,South,4,79.64,318.56
2023-06-13,1082,Electronics,East,8,234.2,1873.6
2022-10-19,1055,Sports,East,2,99.98,199.96
2024-08-26,1051,Sports,East,18,174.86,3147.4800000000005
2022-04-07,1099,Sports,North,3,360.66,1081.98
2022-03-15,1002,Toys,East,3,124.34,373.02
2024-12-27,1022,Toys,East,19,345.59,6566.209999999999
2024-01-28,1016,Sports,North,12,253.01,3036.12
2022-07-27,1070,Sports,West,14,55.1,771.4
2023-02-14,1025,Home,West,13,199.48,2593.24
2022-11-27,1017,Electronics,East,16,435.91,6974.56
2022-12-10,1045,Electronics,South,17,494.75,8410.75
2024-09-15,1069,Clothing,West,18,190.77,3433.86
2024-02-10,1030,Clothing,South,13,36.89,479.57
2022-03-15,1092,Clothing,North,13,73.79,959.2700000000001
2022-09-11,1008,Toys,West,8,396.19,3169.52
2024-08-16,1034,Toys,North,7,331.34,2319.3799999999997
2024-03-30,1080,Home,East,8,149.66,1197.28
2024-09-12,1059,Toys,West,17,201.74,3429.58
2022-11-28,1075,Clothing,East,1,407.46,407.46
2024-01-17,1062,Sports,East,3,212.42,637.26
2024-04-15,1099,Clothing,North,4,380.33,1521.32
2023-03-31,1051,Home,West,19,154.65,2938.35
2022-11-09,1047,Sports,West,2,365.16,730.32
2024-10-14,1060,Toys,West,11,238.53,2623.83
2022-08-16,1023,Sports,East,11,277.22,3049.42
2024-04-13,1073,Home,West,19,303.38,5764.22
2024-05-07,1057,Toys,South,2,230.78,461.56
2024-03-28,1063,Electronics,South,5,238.41,1192.05
2024-10-14,1029,Clothing,East,19,140.2,2663.7999999999997
2023-06-12,1028,Clothing,North,9,493.02,4437.18
2024-08-07,1009,Home,South,7,453.85,3176.9500000000003
2023-03-03,1038,Home,North,12,268.42,3221.04
2022-02-11,1054,Clothing,West,19,26.97,512.43
2023-04-10,1027,Sports,South,18,92.53,1665.54
2022-10-05,1017,Electronics,East,18,428.43,7711.74
2024-04-15,1040,Electronics,East,9,466.1,4194.900000000001
2022-01-19,1080,Home,North,2,89.03,178.06
2022-03-07,1074,Home,East,2,369.91,739.82
2022-06-16,1064,Sports,North,15,315.28,4729.2
2024-10-16,1080,Home,North,16,158.66,2538.56
2023-02-07,1099,Electronics,South,14,223.68,3131.52
2023-02-13,1099,Clothing,South,19,341.86,6495.34
2022-04-22,1045,Electronics,East,15,59.63,894.45
2023-08-20,1059,Sports,North,3,102.63,307.89
2023-10-13,1008,Clothing,South,6,26.32,157.92000000000002
2024-11-28,1044,Clothing,West,6,452.08,2712.48
2022-04-15,1059,Electronics,East,9,291.21,2620.89
2022-11-20,1027,Clothing,East,11,266.48,2931.28
2024-09-18,1096,Clothing,West,4,356.06,1424.24
2023-03-05,1002,Home,West,14,494.29,6920.06
2023-09-27,1050,Clothing,West,13,94.4,1227.2
2023-12-31,1007,Sports,South,15,75.22,1128.3
2024-06-07,1069,Clothing,West,17,154.45,2625.6499999999996
2024-12-20,1058,Home,East,8,452.93,3623.44
2023-01-28,1060,Toys,South,11,211.62,2327.82
2022-07-23,1057,Toys,North,11,398.81,4386.91
2022-09-15,1069,Sports,West,16,109.43,1750.88
2023-05-01,1092,Sports,East,3,251.87,755.61
2023-03-22,1011,Clothing,West,15,72.46,1086.8999999999999
2024-10-20,1008,Clothing,North,13,212.32,2760.16
2022-12-08,1048,Toys,South,7,138.52,969.6400000000001
2022-05-13,1082,Toys,North,5,279.22,1396.1000000000001
2023-03-19,1016,Electronics,South,12,392.4,4708.799999999999
2022-09-10,1053,Toys,East,3,469.8,1409.4
2022-09-22,1043,Toys,East,12,149.08,1788.96
2022-04-03,1031,Sports,East,5,374.13,1870.65
2022-05-18,1034,Electronics,North,19,443.94,8434.86
2024-09-28,1077,Electronics,West,19,71.18,1352.42
2022-11-03,1048,Clothing,West,1,297.11,297.11
2022-09-23,1053,Clothing,North,12,309.8,3717.6000000000004
2023-10-08,1015,Electronics,West,6,143.47,860.8199999999999
2022-11-14,1084,Electronics,North,18,21.03,378.54
2024-06-19,1011,Clothing,West,16,135.78,2172.48
2023-03-30,1087,Sports,South,11,296.52,3261.72
2022-07-10,1097,Sports,East,10,106.26,1062.6000000000001
2024-04-10,1007,Sports,West,3,150.8,452.40000000000003
2022-07-06,1020,Sports,North,18,356.88,6423.84
2024-03-29,1047,Clothing,South,12,205.17,2462.04
2024-10-17,1007,Home,West,14,42.06,588.84
2022-05-12,1027,Toys,West,4,205.59,822.36
2024-05-21,1079,Toys,North,10,499.89,4998.9
2023-09-27,1009,Toys,South,7,137.92,965.4399999999999
2023-11-22,1051,Toys,East,16,139.98,2239.68
2023-11-23,1014,Clothing,North,9,93.24,839.16
2024-11-23,1003,Home,West,3,143.1,429.29999999999995
2023-08-05,1089,Clothing,East,2,291.63,583.26
2022-06-20,1078,Home,West,6,482.66,2895.96
2024-02-23,1099,Clothing,North,10,307.77,3077.7
2024-12-18,1095,Electronics,South,4,210.83,843.32
2022-06-30,1061,Home,East,4,200.92,803.68
2022-01-19,1003,Toys,North,10,21.87,218.70000000000002
2024-05-30,1040,Home,North,10,11.25,112.5
2022-06-24,1072,Sports,East,13,400.62,5208.06
2022-02-23,1098,Home,South,6,250.18,1501.08
2023-11-26,1054,Sports,West,7,26.27,183.89
2024-05-12,1027,Sports,East,5,150.15,750.75
2022-12-15,1046,Electronics,North,15,184.77,2771.55
2023-03-19,1008,Home,East,8,393.81,3150.48
2024-04-12,1001,Electronics,East,10,222.85,2228.5
2023-08-03,1066,Toys,South,12,396.76,4761.12
2022-10-09,1047,Home,South,17,320.53,5449.009999999999
2022-12-26,1068,Clothing,West,16,26.24,419.84
2024-07-03,1073,Clothing,East,1,484.66,484.66
2024-04-02,1027,Clothing,South,4,98.9,395.6
2024-06-10,1078,Sports,South,8,145.05,1160.4
2024-08-10,1013,Clothing,North,6,406.55,2439.3
2023-10-03,1045,Toys,South,10,103.02,1030.2
2024-10-28,1086,Home,East,18,206.53,3717.54
2023-07-17,1012,Home,East,13,433.85,5640.05
2023-05-06,1015,Sports,North,5,322.26,1611.3
2022-12-07,1093,Sports,North,12,158.02,1896.2400000000002
2023-04-17,1039,Sports,North,18,325.58,5860.44
2022-09-06,1071,Toys,East,8,408.19,3265.52
2022-08-23,1080,Home,East,14,207.91,2910.74
2024-04-03,1029,Electronics,West,15,290.12,4351.8
2023-09-24,1080,Sports,South,5,494.08,2470.4
2023-06-13,1098,Clothing,North,5,482.64,2413.2
2022-05-02,1064,Electronics,South,17,259.43,4410.31
2024-06-10,1057,Electronics,South,13,57.11,742.43
2022-01-10,1087,Sports,West,17,353.33,6006.61
2024-04-17,1047,Clothing,East,11,141.62,1557.8200000000002
2024-01-23,1048,Sports,South,1,338.04,338.04
2024-06-04,1088,Sports,North,13,182.36,2370.6800000000003
2023-04-09,1001,Clothing,North,18,362.19,6519.42
2023-12-13,1088,Electronics,East,6,189.99,1139.94
2023-12-29,1013,Electronics,East,13,471.19,6125.47
2023-12-18,1096,Clothing,East,11,76.97,846.67
2022-03-21,1016,Electronics,North,19,43.52,826.8800000000001
2023-04-25,1030,Toys,East,9,392.79,3535.11
2024-06-20,1009,Sports,West,13,206.65,2686.4500000000003
2024-06-09,1069,Toys,West,15,238.13,3571.95
2022-01-18,1088,Toys,North,11,467.57,5143.2699999999995
2022-07-21,1036,Toys,West,16,299.06,4784.96
2024-01-11,1063,Home,South,17,333.48,5669.16
2022-11-15,1029,Home,East,5,19.54,97.69999999999999
2022-08-05,1033,Toys,West,14,338.55,4739.7
2024-11-23,1017,Sports,East,15,200.29,3004.35
2022-09-23,1087,Toys,West,9,235.51,2119.59
2023-12-25,1062,Toys,East,14,405.94,5683.16
2024-02-14,1048,Home,North,10,266.66,2666.6000000000004
2023-02-17,1055,Toys,South,13,493.57,6416.41
2024-11-01,1090,Sports,East,17,400.44,6807.48
2023-02-05,1057,Sports,South,1,367.01,367.01
2023-12-25,1026,Toys,East,14,298.46,4178.44
2022-10-09,1054,Sports,North,12,212.07,2544.84
2023-12-24,1084,Toys,South,7,35.91,251.36999999999998
2024-01-21,1018,Home,West,3,19.06,57.17999999999999
2022-09-25,1022,Toys,South,1,32.91,32.91
2022-10-25,1046,Electronics,East,13,479.83,6237.79
2023-07-24,1078,Home,South,2,168.37,336.74
2023-05-24,1065,Sports,North,9,353.3,3179.7000000000003
2023-06-30,1098,Sports,South,18,301.21,5421.78
2024-02-14,1050,Home,South,4,290.12,1160.48
2022-12-31,1083,Electronics,South,16,293.83,4701.28
2023-07-01,1027,Home,West,6,158.12,948.72
2022-09-28,1056,Clothing,South,3,444.4,1333.1999999999998
2024-01-09,1057,Electronics,East,11,460.41,5064.51
2023-06-21,1014,Home,East,5,325.82,1629.1
2022-02-28,1015,Clothing,South,1,433.34,433.34
2022-03-27,1096,Toys,South,8,39.39,315.12
2024-02-02,1046,Electronics,West,19,59.19,1124.61
2023-01-25,1062,Toys,North,4,283.94,1135.76
2023-12-20,1011,Clothing,East,9,424.79,3823.11
2024-05-05,1042,Sports,West,3,164.56,493.68
2022-05-29,1083,Sports,East,5,278.55,1392.75
2023-08-06,1028,Sports,East,16,14.88,238.08
2022-05-01,1048,Toys,South,8,493.45,3947.6
2024-02-04,1002,Electronics,East,6,385.82,2314.92
2023-08-28,1068,Toys,North,3,187.1,561.3
2022-09-13,1059,Toys,North,16,491.68,7866.88
2024-02-05,1065,Sports,North,8,55.29,442.32
2024-05-13,1086,Toys,West,13,237.45,3086.85
2024-03-10,1089,Clothing,North,5,38.84,194.20000000000002
2022-02-28,1025,Home,North,6,174.13,1044.78
2024-10-18,1070,Home,East,3,117.49,352.46999999999997
2024-12-28,1073,Home,West,8,165.11,1320.88
2023-01-23,1068,Sports,South,4,474.23,1896.92
2024-02-25,1046,Sports,West,17,219.32,3728.44
2023-08-16,1075,Home,West,8,169.18,1353.44
2024-06-27,1095,Electronics,South,19,323.98,6155.620000000001
2023-07-20,1041,Home,South,14,344.85,4827.900000000001
2023-02-03,1030,Toys,South,9,492.05,4428.45
2024-06-17,1021,Home,East,12,277.57,3330.84
2022-10-20,1016,Home,East,13,378.76,4923.88
2023-04-30,1083,Electronics,East,8,197.26,1578.08
2024-03-13,1019,Sports,North,3,93.81,281.43
2024-06-08,1007,Sports,South,15,220.62,3309.3
2022-09-01,1097,Toys,East,19,215.2,4088.7999999999997
2024-08-17,1048,Home,East,4,216.1,864.4
2024-03-26,1086,Clothing,West,2,350.76,701.52
2022-09-30,1037,Toys,East,5,208.91,1044.55
2023-06-04,1052,Sports,South,2,477.54,955.08
2023-07-22,1027,Electronics,South,7,491.55,3440.85
2023-09-30,1076,Sports,North,11,266.45,2930.95
2022-06-08,1028,Sports,North,12,283.64,3403.68
2023-10-14,1071,Electronics,West,4,209.74,838.96
2022-06-25,1010,Home,North,3,184.24,552.72
2023-09-12,1046,Home,South,8,492.81,3942.48
2022-07-30,1044,Sports,North,18,29.92,538.5600000000001
2023-03-23,1017,Toys,North,5,210.94,1054.7
2023-08-09,1049,Clothing,East,16,84.16,1346.56
2022-06-16,1088,Toys,South,12,365.88,4390.5599999999995
2023-04-05,1048,Toys,West,9,105.28,947.52
2024-07-04,1021,Sports,North,8,443.48,3547.84
2024-11-18,1044,Sports,North,5,193.49,967.45
2023-12-15,1060,Clothing,West,19,459.4,8728.6
2024-04-20,1098,Clothing,West,15,493.42,7401.3
2024-05-17,1092,Clothing,South,11,387.87,4266.57
2023-11-19,1020,Sports,West,13,315.35,4099.55
2022-11-26,1070,Sports,North,13,83.45,1084.8500000000001
2022-04-05,1060,Toys,South,17,467.2,7942.4
2024-02-24,1075,Sports,South,16,390.66,6250.56
2023-10-11,1035,Home,West,17,151.14,2569.3799999999997
2022-12-19,1023,Home,South,19,239.57,4551.83
2024-07-18,1031,Clothing,North,14,43.16,604.24
2024-07-29,1090,Sports,North,7,332.91,2330.3700000000003
2024-09-10,1095,Home,North,9,71.38,642.42
2024-11-08,1058,Toys,South,2,329.25,658.5
2023-10-08,1095,Electronics,West,19,339.06,6442.14
2023-09-18,1095,Toys,North,6,169.07,1014.42
2022-05-19,1089,Electronics,East,1,474.84,474.84
2023-12-17,1074,Toys,West,7,391.69,2741.83
2024-02-01,1081,Home,South,16,253.4,4054.4
2022-09-12,1004,Sports,North,2,460.1,920.2
2023-11-07,1015,Electronics,South,4,429.36,1717.44
2022-04-02,1010,Sports,North,14,349.19,4888.66
2024-12-28,1034,Sports,South,11,84.95,934.45
2022-02-06,1074,Home,East,9,253.57,2282.13
2022-05-20,1041,Clothing,South,5,433.57,2167.85
2024-05-16,1086,Clothing,South,3,308.36,925.08
2023-11-11,1097,Electronics,South,2,277.3,554.6
2022-05-17,1080,Home,North,10,478.06,4780.6
2022-07-09,1009,Sports,West,10,18.11,181.1
2022-12-08,1081,Toys,South,7,15.9,111.3
2024-10-25,1007,Toys,West,15,447.48,6712.200000000001
2024-08-29,1025,Electronics,North,5,28.88,144.4
2023-10-24,1002,Electronics,South,8,172.95,1383.6
2022-08-31,1058,Electronics,North,18,462.77,8329.86
2023-02-19,1087,Home,West,6,348.66,2091.96
2023-12-08,1002,Toys,North,11,327.6,3603.6000000000004
2022-12-09,1037,Home,North,8,331.93,2655.44
2023-11-13,1001,Home,West,4,165.65,662.6
2023-10-15,1098,Sports,North,7,269.96,1889.7199999999998
2022-05-26,1016,Home,West,2,318.69,637.38
2022-11-19,1072,Home,West,15,159.8,2397.0
2022-05-02,1035,Sports,South,9,399.73,3597.57
2022-11-07,1085,Clothing,South,19,167.66,3185.54
2023-08-24,1094,Sports,North,19,45.01,855.1899999999999
2023-04-20,1097,Electronics,North,5,108.71,543.55
2023-07-24,1087,Clothing,North,19,210.12,3992.28
2023-07-29,1072,Toys,East,3,454.95,1364.85
2022-12-13,1001,Home,East,12,213.72,2564.64
2024-03-30,1084,Clothing,South,7,54.0,378.0
2023-01-17,1033,Toys,West,5,106.26,531.3000000000001
2022-03-13,1026,Sports,East,12,276.79,3321.4800000000005
2023-06-05,1036,Sports,East,4,97.05,388.2
2024-07-21,1070,Electronics,West,19,41.34,785.46
2022-12-05,1021,Electronics,North,13,360.27,4683.51
2023-10-26,1067,Clothing,North,15,394.33,5914.95
2022-02-09,1013,Home,East,10,426.81,4268.1
2023-07-28,1097,Sports,East,1,423.53,423.53
2024-08-23,1022,Clothing,West,3,195.84,587.52
2023-08-04,1043,Clothing,West,18,369.89,6658.0199999999995
2022-06-19,1088,Clothing,East,16,295.93,4734.88
2023-12-02,1064,Electronics,West,12,21.45,257.4
2023-05-26,1078,Sports,North,16,206.78,3308.48
2023-08-07,1095,Electronics,South,11,35.91,395.01
2024-09-10,1077,Electronics,East,11,50.84,559.24
2023-04-04,1060,Clothing,South,14,37.44,524.16
2023-06-13,1084,Toys,West,17,480.86,8174.62
2022-12-07,1054,Toys,South,19,423.66,8049.540000000001
2022-02-26,1070,Toys,East,11,225.16,2476.7599999999998
2022-08-06,1099,Clothing,West,4,131.52,526.08
2023-09-11,1084,Home,South,10,45.5,455.0
2024-03-26,1049,Sports,North,19,221.29,4204.51
2024-01-01,1011,Clothing,East,4,304.17,1216.68
2023-04-09,1078,Clothing,East,11,400.58,4406.38
2022-09-04,1014,Electronics,East,7,35.26,246.82
2023-12-31,1016,Toys,East,9,214.76,1932.84
2023-01-08,1033,Clothing,West,2,488.66,977.32
2023-02-21,1034,Home,North,1,69.15,69.15
2024-11-20,1038,Sports,North,8,206.15,1649.2
2023-01-03,1077,Home,South,19,144.78,2750.82
2023-07-13,1054,Clothing,East,16,75.68,1210.88
2022-04-18,1058,Clothing,East,14,421.08,5895.12
2023-08-07,1004,Electronics,South,4,351.59,1406.36
2024-04-18,1029,Home,West,19,211.66,4021.54
2023-02-22,1003,Electronics,North,6,190.84,1145.04
2024-03-31,1014,Home,East,15,415.6,6234.0
2023-11-14,1034,Toys,South,13,54.48,708.24
2022-09-13,1073,Toys,North,19,81.95,1557.05
2024-02-19,1054,Home,South,4,454.21,1816.84
2024-04-17,1065,Electronics,South,2,410.43,820.86
2024-07-03,1059,Toys,West,3,389.69,1169.07
2022-08-23,1023,Clothing,North,14,315.75,4420.5
2023-07-07,1091,Sports,East,4,153.3,613.2
2022-06-30,1021,Electronics,North,16,468.05,7488.8
2022-06-06,1043,Home,West,11,251.02,2761.2200000000003
2023-07-25,1031,Sports,East,13,147.5,1917.5
2024-05-06,1094,Sports,North,1,189.13,189.13
2024-11-13,1082,Clothing,West,13,18.25,237.25
2024-08-05,1050,Electronics,East,15,135.03,2025.45
2023-08-15,1084,Sports,East,7,102.1,714.6999999999999
2022-05-14,1002,Electronics,South,5,76.42,382.1
2023-02-25,1069,Clothing,South,6,25.75,154.5
2022-08-01,1031,Home,West,9,121.17,1090.53
2024-06-18,1001,Sports,East,6,60.72,364.32
2023-04-27,1087,Sports,North,6,32.12,192.71999999999997
2022-12-14,1058,Sports,East,2,77.29,154.58
2022-06-15,1090,Electronics,West,6,109.18,655.08
2024-07-25,1072,Sports,North,10,213.82,2138.2
2022-12-14,1076,Electronics,East,5,296.01,1480.05
2024-04-28,1013,Toys,North,12,167.91,2014.92
2023-02-02,1050,Toys,South,6,79.22,475.32
2023-08-06,1010,Electronics,North,6,470.76,2824.56
2023-12-27,1077,Toys,South,8,262.28,2098.24
2022-11-04,1079,Clothing,North,17,373.52,6349.84
2024-09-17,1009,Clothing,South,18,350.27,6304.86
2024-03-08,1083,Toys,West,11,149.6,1645.6
2023-12-20,1079,Home,North,1,284.33,284.33
2023-04-11,1057,Electronics,East,7,305.06,2135.42
2022-04-09,1033,Toys,West,8,182.38,1459.04
2022-06-07,1079,Electronics,West,3,338.68,1016.04
2023-09-02,1077,Toys,North,19,397.43,7551.17
2023-07-08,1052,Clothing,West,16,188.46,3015.36
2023-10-13,1027,Home,South,8,17.31,138.48
2024-07-08,1017,Electronics,South,6,181.17,1087.02
2022-08-15,1025,Home,North,2,67.24,134.48
2023-02-27,1006,Clothing,West,12,86.25,1035.0
2024-12-31,1044,Sports,East,6,189.32,1135.92
2022-08-31,1097,Sports,North,14,111.73,1564.22
2023-06-14,1044,Electronics,North,7,468.1,3276.7000000000003
2024-12-04,1070,Clothing,West,9,329.87,2968.83
2023-01-06,1096,Electronics,South,7,264.0,1848.0
2023-10-14,1034,Electronics,West,15,14.76,221.4
2023-11-20,1051,Electronics,East,12,60.77,729.24
2024-01-04,1020,Home,East,17,396.35,6737.950000000001
2022-04-02,1027,Toys,East,15,200.97,3014.55
2024-11-11,1095,Clothing,East,15,32.29,484.34999999999997
2022-06-21,1043,Home,North,14,414.52,5803.28
2022-06-28,1079,Toys,East,11,158.3,1741.3000000000002
2022-08-26,1055,Electronics,East,11,199.28,2192.08
2024-05-26,1009,Sports,East,13,487.44,6336.72
2024-06-20,1022,Home,West,13,17.6,228.8
2022-10-07,1047,Clothing,South,8,363.45,2907.6
2024-11-08,1051,Clothing,South,7,474.95,3324.65
2024-01-10,1014,Toys,South,13,41.29,536.77
2023-01-06,1054,Home,East,11,434.38,4778.18
2024-05-19,1042,Electronics,West,19,213.96,4065.2400000000002
2024-10-15,1049,Toys,North,6,440.22,2641.32
2022-08-09,1005,Clothing,West,8,161.05,1288.4
2024-07-08,1032,Home,North,19,491.5,9338.5
2022-10-31,1061,Sports,West,5,327.05,1635.25
2023-03-14,1054,Electronics,South,10,317.27,3172.7
2023-01-10,1038,Clothing,South,1,404.89,404.89
2023-01-16,1011,Home,East,12,223.93,2687.16
2024-09-12,1099,Sports,South,7,136.75,957.25
2022-01-14,1030,Clothing,South,8,138.84,1110.72
2024-01-13,1073,Sports,South,18,172.0,3096.0
2023-10-31,1052,Clothing,West,7,312.5,2187.5
2023-05-15,1033,Toys,South,14,420.81,5891.34
2023-07-19,1040,Toys,North,18,254.79,4586.22
2023-06-14,1009,Toys,East,4,207.69,830.76
2023-05-07,1051,Home,West,10,398.99,3989.9
2024-01-25,1074,Toys,North,11,151.94,1671.34
2022-10-27,1056,Home,West,11,347.63,3823.93
2024-03-25,1077,Electronics,South,19,61.84,1174.96
2023-07-01,1002,Toys,West,1,65.49,65.49
2023-12-28,1056,Home,West,2,325.59,651.18
2024-01-01,1032,Clothing,East,9,50.55,454.95
2024-04-07,1006,Home,West,17,85.98,1461.66
2023-08-25,1003,Home,West,5,315.94,1579.7
2024-10-28,1038,Clothing,East,2,224.72,449.44
2024-02-07,1047,Home,West,4,285.04,1140.16
2024-05-24,1073,Clothing,West,7,488.7,3420.9
2024-07-25,1078,Sports,North,17,319.66,5434.22
2022-05-11,1015,Toys,North,3,299.52,898.56
2023-08-31,1037,Electronics,West,9,196.27,1766.43
2022-01-26,1003,Home,West,1,319.13,319.13
2023-09-27,1003,Clothing,South,16,16.37,261.92
2023-04-29,1099,Toys,North,3,283.09,849.27
2023-11-11,1026,Home,South,19,43.76,831.4399999999999
2024-12-10,1085,Toys,West,16,117.88,1886.08
2022-01-05,1085,Sports,South,1,285.93,285.93
2023-08-12,1016,Home,South,12,337.3,4047.6000000000004
2022-07-27,1097,Clothing,East,6,198.55,1191.3000000000002
2022-09-14,1095,Sports,East,3,215.3,645.9000000000001
2022-01-11,1069,Home,West,7,254.03,1778.21
2024-08-06,1053,Toys,North,3,381.95,1145.85
2022-01-08,1096,Sports,West,13,18.64,242.32
2024-07-24,1007,Clothing,North,16,229.06,3664.96
2022-02-01,1052,Home,East,14,16.99,237.85999999999999
2023-06-24,1099,Toys,North,9,166.38,1497.42
2024-10-01,1004,Toys,South,8,264.73,2117.84
2023-01-22,1068,Sports,South,15,49.16,737.4
2023-10-02,1046,Home,East,19,247.75,4707.25
2022-07-26,1073,Toys,West,13,463.04,6019.52
2023-07-11,1039,Sports,North,14,345.82,4841.48
2022-12-14,1006,Electronics,West,11,393.3,4326.3
2024-03-03,1011,Toys,North,18,294.4,5299.2
2022-08-22,1093,Sports,East,3,449.22,1347.66
2024-12-03,1024,Electronics,South,4,81.97,327.88
2024-10-02,1027,Sports,South,3,230.4,691.2
2024-01-07,1042,Toys,North,13,302.55,3933.15
2024-07-30,1076,Electronics,West,16,438.0,7008.0
2022-06-25,1046,Sports,East,13,160.93,2092.09
2023-03-25,1048,Home,East,10,10.55,105.5
2023-08-15,1085,Electronics,West,18,487.46,8774.279999999999
2022-03-23,1053,Sports,South,8,22.73,181.84
2022-05-15,1017,Home,West,7,84.66,592.62
2024-05-05,1026,Electronics,South,17,216.8,3685.6000000000004
2023-03-16,1071,Sports,North,6,253.22,1519.32
2024-12-15,1005,Toys,East,15,418.89,6283.349999999999
2023-11-28,1074,Electronics,North,9,229.43,2064.87
2023-02-23,1092,Electronics,West,10,278.24,2782.4
2022-03-29,1068,Home,West,8,108.0,864.0
2023-10-18,1070,Sports,North,7,288.89,2022.23
2024-10-28,1021,Toys,West,5,180.71,903.5500000000001
2022-08-03,1058,Home,West,18,58.38,1050.8400000000001
2023-07-06,1046,Electronics,West,16,473.77,7580.32
2023-05-18,1067,Home,East,15,50.03,750.45
2023-11-30,1031,Home,East,10,342.16,3421.6000000000004
2022-09-02,1082,Home,South,1,455.01,455.01
2022-11-05,1096,Electronics,East,6,97.81,586.86
2022-08-19,1000,Clothing,North,15,126.19,1892.85
2022-06-04,1053,Home,North,2,219.09,438.18
2024-04-27,1045,Clothing,East,12,154.31,1851.72
2022-04-25,1040,Toys,North,1,381.93,381.93
2022-11-07,1040,Toys,West,15,175.7,2635.5
2024-09-19,1007,Toys,East,13,493.06,6409.78
2022-10-27,1031,Sports,South,1,430.81,430.81
2024-11-07,1029,Electronics,South,1,448.72,448.72
2024-02-23,1045,Clothing,East,4,41.2,164.8
2022-01-12,1091,Sports,North,14,96.39,1349.46
2022-08-20,1051,Clothing,East,17,92.99,1580.83
2024-08-12,1095,Electronics,East,13,339.26,4410.38
2023-12-31,1088,Home,South,12,15.84,190.07999999999998
2024-10-14,1097,Sports,West,6,405.15,2430.8999999999996
2024-09-25,1060,Electronics,West,19,278.05,5282.95
2022-10-30,1096,Sports,East,16,287.49,4599.84
2023-06-25,1012,Toys,South,16,273.29,4372.64
2023-04-15,1088,Sports,South,12,272.32,3267.84
2024-03-23,1039,Home,East,13,106.96,1390.48
2022-03-18,1060,Home,East,1,148.76,148.76
2024-10-16,1043,Clothing,East,18,248.93,4480.74
2022-01-24,1061,Sports,West,2,342.14,684.28
2024-11-04,1043,Toys,East,2,143.26,286.52
2023-11-07,1047,Home,South,1,405.01,405.01
2023-06-09,1073,Clothing,East,10,407.19,4071.9
2022-12-13,1058,Toys,South,1,144.2,144.2
2022-06-21,1056,Toys,South,14,284.43,3982.02
2023-12-13,1094,Toys,North,8,180.97,1447.76
2023-05-04,1010,Electronics,South,1,103.44,103.44
2023-01-13,1024,Home,North,14,404.94,5669.16
2023-01-07,1060,Electronics,East,10,495.83,4958.3
2024-09-26,1045,Electronics,North,19,287.2,5456.8
2024-09-03,1053,Home,West,8,457.83,3662.64
2024-01-27,1033,Sports,West,2,324.66,649.32
2023-04-22,1083,Clothing,West,4,287.2,1148.8
2023-01-17,1006,Home,East,12,245.27,2943.2400000000002
2022-06-04,1096,Clothing,South,9,125.5,1129.5
2022-09-14,1061,Sports,West,1,51.29,51.29
2023-11-05,1056,Home,North,8,226.74,1813.92
2022-03-09,1098,Toys,East,17,285.04,4845.68
2022-12-10,1092,Home,East,16,259.63,4154.08
2023-11-04,1075,Sports,North,15,350.83,5262.45
2023-01-26,1004,Electronics,North,9,104.13,937.17
2022-09-16,1075,Home,East,8,183.56,1468.48
2022-11-03,1092,Toys,East,14,213.63,2990.8199999999997
2024-08-07,1034,Home,South,12,101.4,1216.8000000000002
2024-08-27,1083,Electronics,East,15,454.17,6812.55
2022-09-03,1036,Home,North,4,343.94,1375.76
2024-01-03,1059,Toys,East,4,55.01,220.04
2022-07-06,1064,Sports,East,2,359.27,718.54
2024-07-13,1015,Toys,North,4,278.42,1113.68
2024-02-24,1029,Sports,South,18,266.73,4801.14
2023-02-12,1072,Toys,East,15,495.0,7425.0
2022-12-07,1041,Clothing,West,8,312.92,2503.36
2023-07-17,1060,Home,West,10,449.4,4494.0
2023-10-13,1073,Home,North,2,457.64,915.28
2024-08-09,1076,Electronics,North,9,59.7,537.3000000000001
2024-11-28,1047,Clothing,North,16,14.1,225.6
2022-03-10,1061,Electronics,West,12,223.28,2679.36
2023-01-16,1083,Home,North,5,386.95,1934.75
2022-02-26,1092,Electronics,West,7,413.86,2897.02
2024-04-29,1063,Sports,South,15,395.87,5938.05
2024-07-04,1056,Clothing,North,13,229.17,2979.21
2022-11-21,1067,Toys,East,8,377.48,3019.84
2023-04-06,1045,Sports,South,19,362.2,6881.8
2022-06-28,1027,Toys,West,19,163.77,3111.63
2024-04-23,1076,Electronics,North,5,92.67,463.35
2023-07-28,1002,Home,East,18,314.5,5661.0
2022-04-29,1036,Sports,West,17,341.77,5810.09
2023-07-03,1047,Clothing,South,7,288.31,2018.17
